ObjectID	Lon	Lat	GPSTime	TrajNumber	poi1	time	state
0	29.7340418333	-95.4146977833	2010-08-07 02:38:00	20	600635	5	2
0	29.5423796546	-95.1478350163	2010-05-21 18:59:56	21	161329	37	2
0	29.5447714219	-95.1496157551	2010-05-21 19:00:30	21	486368	38	2
0	29.7626018167	-95.3670947333	2010-10-09 00:56:28	22	443968	1	2
0	29.76255315	-95.3670537333	2010-10-09 01:31:31	22	16141	3	2
0	29.7510397	-95.3753149	2010-10-09 04:17:09	22	1141112	8	6
0	29.641295	-95.24459	2010-04-02 21:09:20	23	855192	42	2
0	29.5265503333	-95.1255451833	2010-04-02 23:34:20	23	116897	47	2
0	29.7570381263	-95.3553414345	2010-07-31 00:16:56	24	11862	0	2
0	29.7582091167	-95.3531955	2010-07-31 02:29:25	24	606250	4	2
0	29.5098792833	-95.1882975667	2010-10-01 21:46:28	25	90248	43	2
0	29.5092859167	-95.1896513833	2010-10-01 21:51:55	25	90255	43	2
0	29.5433651333	-95.14337605	2010-07-29 18:43:11	26	29090	37	2
0	29.5434997833	-95.1402170167	2010-07-29 18:57:52	26	157551	37	2
0	29.5098792833	-95.1882975667	2010-07-26 16:41:00	27	90248	33	2
0	29.5111978054	-95.1883417368	2010-07-26 16:41:21	27	1047244	33	2
0	29.5089982108	-95.1883959184	2010-07-26 16:41:39	27	1060466	33	6
0	29.5119658333	-95.1858407	2010-07-26 16:41:49	27	90242	33	1
0	29.5379564167	-95.1489564167	2010-07-26 17:07:53	27	205857	34	5
0	29.5481855	-95.2325685167	2010-06-30 18:16:10	28	972239	36	2
0	29.54260838	-95.23936659	2010-06-30 18:16:26	28	293055	36	2
0	29.5111978054	-95.1883417368	2010-06-30 18:37:11	28	1047244	37	4
0	29.52158915	-95.12175815	2010-06-30 18:59:02	28	32539	37	8
0	29.7397310183	-95.4622864723	2010-10-05 12:30:07	29	585371	25	2
0	29.7395167566	-95.4645717144	2010-10-05 12:30:24	29	13843	25	2
0	29.7403418124	-95.4622235529	2010-10-05 12:38:00	29	4978664	25	4
0	29.9866091141	-95.3385829926	2010-06-15 01:00:05	30	173079	2	2
0	30.0310428667	-95.5560160833	2010-06-15 02:14:40	30	633002	4	2
0	29.7398302333	-95.4617918833	2010-10-05 18:04:35	31	310675	36	2
0	29.7395296471	-95.4621812804	2010-10-05 18:04:45	31	360582	36	2
0	29.7398402498	-95.4623916557	2010-10-05 18:04:51	31	313952	36	7
0	29.7398622333	-95.4623626667	2010-10-05 18:04:57	31	117211	36	6
0	29.7399082276	-95.4624704969	2010-10-05 18:05:07	31	65313	36	7
0	29.7392954849	-95.4607508018	2010-10-05 18:05:15	31	718195	36	0
0	29.740592	-95.461464	2010-10-05 18:05:23	31	2191259	36	4
0	29.7405481333	-95.4633164333	2010-10-05 18:05:30	31	13844	36	0
0	29.7411656284	-95.4605913162	2010-10-05 18:05:36	31	27085	36	1
0	29.7373647983	-95.4611706734	2010-10-05 18:05:43	31	13915	36	3
0	29.7395167566	-95.4645717144	2010-10-05 18:05:52	31	13843	36	1
0	29.73970055	-95.4656767833	2010-10-05 18:06:03	31	13842	36	5
0	29.7353017167	-95.46183585	2010-10-05 18:06:12	31	13917	36	0
0	29.7412494686	-95.4574155807	2010-10-05 18:06:17	31	26593	36	2
0	29.7434292897	-95.4597222805	2010-10-05 18:06:23	31	27095	36	4
0	29.7412109375	-95.4551620483	2010-10-05 18:06:32	31	22647	36	0
0	29.74007605	-95.4699039333	2010-10-05 18:06:43	31	15559	36	0
0	29.7403418124	-95.4622235529	2010-10-05 18:09:01	31	4978664	36	4
0	29.7392099318	-95.4650825432	2010-10-05 23:08:41	31	106555	46	6
0	29.7395167566	-95.4645717144	2010-10-05 00:34:37	32	13843	1	2
0	29.7397310183	-95.4622864723	2010-10-05 00:35:45	32	585371	1	2
0	29.739340468	-95.462393833	2010-10-05 00:52:32	32	3614350	1	6
0	29.739870754	-95.462002158	2010-10-06 12:49:04	33	5031602	25	2
0	29.7397310183	-95.4622864723	2010-10-06 14:48:58	33	585371	29	2
0	29.740592	-95.461464	2010-10-06 14:49:10	33	2191259	29	7
0	29.7373647983	-95.4611706734	2010-10-06 14:49:26	33	13915	29	6
0	29.7430554	-95.3971579	2010-10-01 03:56:01	34	197719	7	2
0	29.7429686667	-95.3967043333	2010-10-01 05:59:41	34	38987	11	2
0	29.5988010333	-95.6271020333	2010-05-01 18:42:30	35	237584	37	2
0	29.5989006758	-95.6271350384	2010-05-01 18:56:15	35	1047969	37	2
0	29.4516956806	-95.0732052326	2010-05-01 00:54:36	36	1042147	1	2
0	29.5265503333	-95.1255451833	2010-05-01 01:39:57	36	116897	3	2
0	29.52542704	-95.12741726	2010-05-01 01:40:40	36	398333	3	6
0	29.5250933794	-95.1288437822	2010-05-01 01:40:53	36	607929	3	8
0	29.5248125994	-95.1268413267	2010-05-01 01:41:09	36	274362	3	7
0	29.52556151	-95.12680673	2010-05-01 01:41:23	36	848809	3	4
0	29.5261834024	-95.1279810137	2010-05-01 01:41:36	36	434245	3	7
0	29.5260899667	-95.1287004	2010-05-01 01:41:49	36	64914	3	6
0	29.5261665	-95.1286623	2010-05-01 01:42:01	36	998187	3	7
0	29.5265199564	-95.1276165247	2010-05-01 01:42:16	36	827921	3	8
0	29.52567405	-95.12942485	2010-05-01 01:42:29	36	448730	3	6
0	29.5234849	-95.1291808667	2010-05-01 01:42:45	36	404798	3	4
0	29.5269306	-95.1284753333	2010-05-01 01:42:58	36	657242	3	7
0	29.52318177	-95.12530657	2010-05-01 01:43:12	36	725718	3	2
0	29.52516704	-95.12410181	2010-05-01 01:43:26	36	519074	3	5
0	29.52587258	-95.12418919	2010-05-01 01:43:40	36	718226	3	7
0	29.52299085	-95.1246766667	2010-05-01 01:43:57	36	32123	3	6
0	29.52746766	-95.1268568	2010-05-01 01:44:24	36	765893	3	7
0	29.52665412	-95.1243757	2010-05-01 01:44:42	36	308082	3	6
0	29.5242745724	-95.1237591425	2010-05-01 01:48:15	36	536858	3	5
0	29.5261760667	-95.1274083333	2010-05-01 01:48:31	36	64381	3	1
0	29.52716678	-95.1237145	2010-05-01 01:48:50	36	696670	3	6
0	29.5099478	-95.1873786	2010-08-11 18:46:32	37	813552	37	2
0	29.5521718333	-95.15851775	2010-08-11 19:59:42	37	160720	39	2
0	29.5294421911	-95.2111405134	2010-05-20 18:10:43	38	1143851	36	2
0	29.7343161118	-95.4256609082	2010-05-20 23:50:13	38	101233	47	2
0	29.5385617018	-95.1471054554	2010-10-15 15:04:21	39	5527164	30	2
0	29.5433651333	-95.14337605	2010-10-15 16:24:19	39	29090	32	2
0	29.52158915	-95.12175815	2010-10-15 16:53:45	39	32539	33	8
0	29.6635624	-95.1304788	2010-03-26 18:14:35	40	799268	36	2
0	29.5073892	-95.1897386	2010-03-26 21:38:09	40	800953	43	2
0	29.513208011	-95.190433669	2010-08-12 20:06:19	41	1604478	40	2
0	29.5218179167	-95.1635288667	2010-08-12 20:12:22	41	64902	40	2
0	29.7089211667	-95.0096875833	2010-08-12 20:41:03	41	866673	41	8
1	29.9958320667	-95.5767123667	2010-05-19 18:03:56	42	60734	36	2
1	29.99601735	-95.5770559667	2010-05-19 18:04:53	42	317817	36	2
1	29.99553	-95.573244	2010-05-19 18:05:14	42	778003	36	0
1	29.995729	-95.573105	2010-05-19 18:05:40	42	1010512	36	5
1	29.996855	-95.5781502833	2010-05-19 18:06:56	42	111469	36	7
1	29.9971509333	-95.5764129	2010-05-19 18:07:19	42	391156	36	6
1	29.9971864	-95.5763508833	2010-05-19 18:07:43	42	391161	36	8
1	29.99657034	-95.57827395	2010-05-19 18:08:08	42	1086324	36	6
1	29.997555309	-95.5763286352	2010-05-19 18:08:39	42	780593	36	7
1	29.9958728	-95.576029	2010-05-19 18:09:02	42	60743	36	8
1	29.9968443444	-95.5753915663	2010-05-19 18:09:23	42	471054	36	8
1	29.9978109	-95.5762423333	2010-05-19 18:10:49	42	391166	36	7
1	29.99767446	-95.57559174	2010-05-19 18:11:12	42	485475	36	6
1	29.99759045	-95.57551805	2010-05-19 18:11:38	42	504988	36	8
1	29.9977046667	-95.5789131667	2010-05-19 18:12:08	42	391175	36	1
1	29.9976679	-95.5790324833	2010-05-19 18:12:42	42	296759	36	3
1	29.9958779833	-95.57428005	2010-05-19 18:14:09	42	61333	36	7
1	29.7570381263	-95.3553414345	2010-06-24 17:43:45	43	11862	35	2
1	29.750741591	-95.3621649742	2010-06-24 17:44:24	43	11861	35	2
1	29.9877985723	-95.3393554688	2010-06-27 01:29:49	44	23523	2	2
1	30.04696804	-95.47375154	2010-06-27 01:30:38	44	1023775	3	2
1	30.0530633649	-95.477637175	2010-06-27 01:30:53	44	886229	3	5
1	29.9652095	-95.5401694167	2010-04-25 19:51:54	45	274888	39	2
1	29.965371651	-95.5402982992	2010-04-25 20:00:40	45	246552	40	2
1	29.965993166	-95.5410146713	2010-04-25 20:01:03	45	954900	40	8
1	29.9660794225	-95.5410254002	2010-04-25 20:01:26	45	590938	40	8
1	30.0050476806	-95.5544708504	2010-07-27 23:40:12	46	147855	47	2
1	30.0051908	-95.5523792	2010-07-27 23:40:36	46	388079	47	2
1	30.0053465333	-95.5518078667	2010-07-27 23:40:45	46	12816	47	8
1	29.9997880333	-95.5634738333	2010-07-27 23:41:13	46	603150	47	0
1	29.9977777778	-95.5647222222	2010-07-27 23:41:22	46	1208094	47	5
1	29.99716067	-95.5644207	2010-07-27 23:41:33	46	1506474	47	4
1	30.0029943	-95.5332767167	2010-08-17 17:01:11	47	1193413	34	2
1	30.0099217558	-95.5343306065	2010-08-17 17:01:29	47	611027	34	2
1	30.0030934811	-95.532592535	2010-08-17 17:02:21	47	986069	34	6
1	30.0126938833	-95.5387104833	2010-08-17 17:02:50	47	610999	34	1
1	29.9791372333	-95.51234815	2010-08-17 17:31:18	47	65986	35	3
1	29.9788632667	-95.5122605667	2010-08-17 17:33:05	47	145015	35	8
1	29.9800544	-95.5133726167	2010-08-17 17:33:56	47	852011	35	7
1	30.0029943	-95.5332767167	2010-08-07 03:32:24	48	1193413	7	2
1	30.0019691691	-95.5331121131	2010-08-07 03:32:52	48	229348	7	2
1	30.0012669833	-95.5338397833	2010-08-07 03:33:01	48	114005	7	6
1	30.0031710667	-95.5322467333	2010-08-07 03:33:10	48	715462	7	1
1	30.0015854167	-95.5330311667	2010-08-07 03:33:18	48	832610	7	6
1	30.0013273605	-95.532806089	2010-08-07 03:33:27	48	736840	7	7
1	30.0099217558	-95.5343306065	2010-08-07 03:33:35	48	611027	7	1
1	29.72623245	-95.3914890167	2010-04-29 18:15:33	49	47640	36	2
1	29.7261651833	-95.39042195	2010-04-29 18:16:24	49	47647	36	2
1	29.7265550667	-95.39052035	2010-04-29 18:19:52	49	47669	36	7
1	29.7269717	-95.3912198333	2010-04-29 18:20:15	49	63069	36	8
1	29.7257741167	-95.3893828833	2010-04-29 18:20:34	49	47659	36	6
1	29.724247102	-95.3903388977	2010-04-29 18:21:18	49	65291	36	6
1	29.7270374	-95.3891561	2010-04-29 18:21:53	49	63078	36	7
1	29.7266136314	-95.3896737099	2010-04-29 18:22:24	49	563582	36	6
1	29.7284131	-95.3908084833	2010-04-29 19:20:18	49	63116	38	7
1	29.745371	-95.3910634167	2010-04-29 20:02:02	49	62706	40	6
1	29.7436250833	-95.39106545	2010-04-29 20:02:56	49	800956	40	6
1	29.7422581833	-95.3913726	2010-04-29 20:03:11	49	63199	40	6
1	29.7359025	-95.3914283333	2010-04-29 20:04:45	49	63146	40	7
1	29.7347721	-95.3910192833	2010-04-29 20:05:40	49	916968	40	7
1	29.7347370426	-95.3914176181	2010-04-29 20:05:58	49	301651	40	6
1	29.7334799	-95.3911816	2010-04-29 20:06:16	49	651483	40	7
1	29.73040075	-95.3917401333	2010-04-29 20:06:40	49	689848	40	6
1	29.7278648167	-95.3909411	2010-04-29 20:06:57	49	47679	40	7
1	29.7240514416	-95.3909504414	2010-04-29 20:08:09	49	65346	40	6
1	29.7145915385	-95.39930383	2010-04-29 20:11:06	49	659797	40	6
1	29.7128236203	-95.4019904137	2010-04-29 20:11:22	49	802736	40	2
1	29.7115532249	-95.4022189679	2010-04-29 20:11:59	49	76767	40	5
1	29.7108760944	-95.3990185261	2010-04-29 20:12:13	49	156912	40	1
1	29.7104033882	-95.4018173084	2010-04-29 20:12:28	49	376886	40	6
1	29.715209055	-95.3957355022	2010-04-29 20:24:39	49	439796	40	4
1	29.71688485	-95.39655885	2010-04-29 20:24:57	49	817554	40	7
1	29.7177784589	-95.3940430284	2010-04-29 20:31:41	49	439679	41	6
1	29.7173148995	-95.391497612	2010-04-29 20:40:01	49	403889	41	8
1	29.7181395213	-95.3909182549	2010-04-29 20:41:39	49	440602	41	8
1	29.7188616421	-95.3916370869	2010-04-29 20:43:42	49	432723	41	7
1	29.718642677	-95.3909289837	2010-04-29 20:44:06	49	432706	41	6
1	29.7186193828	-95.3909289837	2010-04-29 20:45:34	49	432698	41	6
1	29.7205853934	-95.3909397125	2010-04-29 20:51:29	49	432799	41	7
1	29.7197412249	-95.3909289837	2010-04-29 20:54:49	49	432789	41	6
1	29.9800207	-95.5116176833	2010-08-26 00:45:56	50	145004	1	2
1	29.9802776856	-95.5123176744	2010-08-26 00:46:32	50	144937	1	2
1	29.9802776856	-95.5123176744	2010-08-26 00:46:40	50	144929	1	8
1	29.9802776856	-95.5123176744	2010-08-26 00:47:20	50	144941	1	8
1	29.9802776856	-95.5123176744	2010-08-26 00:47:28	50	144932	1	8
1	29.9802776856	-95.5123176744	2010-08-26 00:47:37	50	144940	1	8
1	29.9802776856	-95.5123176744	2010-08-26 00:47:46	50	144945	1	8
1	29.9811687333	-95.51073055	2010-08-26 00:48:08	50	28300	1	6
1	29.98130335	-95.5126063667	2010-08-26 00:48:45	50	144951	1	7
1	29.9806435167	-95.51327565	2010-08-26 00:48:58	50	144976	1	6
1	29.9789154667	-95.5122536833	2010-08-26 00:49:07	50	145010	1	7
1	29.9813527833	-95.5130133667	2010-08-26 00:49:16	50	144959	1	7
1	29.9788632667	-95.5122605667	2010-08-26 00:49:24	50	145015	1	6
1	29.9793047848	-95.5099332333	2010-08-26 00:49:34	50	867267	1	2
1	29.9813008833	-95.5132554333	2010-08-26 00:49:51	50	144962	1	7
1	29.98133375	-95.5132577333	2010-08-26 00:50:16	50	144965	1	3
1	29.7570381263	-95.3553414345	2010-06-24 21:40:32	51	11862	43	2
1	29.7769776488	-95.3495907784	2010-06-24 21:43:13	51	1095814	43	2
1	29.783813833	-95.3394849	2010-06-24 21:43:29	51	1237338	43	2
1	29.7877106	-95.34022825	2010-06-24 21:43:39	51	1247039	43	4
1	29.7877106	-95.34022825	2010-06-24 21:43:49	51	924790	43	8
1	29.7913826709	-95.3328323364	2010-06-24 21:47:37	51	940812	43	6
1	29.7935876	-95.34052	2010-06-24 21:48:09	51	517305	43	1
1	29.789827736	-95.3319203854	2010-06-24 21:48:33	51	940853	43	0
1	29.77623492	-95.33775627	2010-06-24 21:48:46	51	1067667	43	0
1	29.8082805548	-95.3359007835	2010-06-24 21:51:47	51	1018100	43	4
1	29.8125813786	-95.3304719925	2010-06-24 21:52:28	51	940780	43	0
1	29.940125459	-95.2958714962	2010-06-24 22:18:03	51	1006517	44	5
1	29.9457210302	-95.2942675352	2010-06-24 22:18:16	51	682549	44	2
1	29.94049255	-95.3037143333	2010-06-24 22:18:27	51	186172	44	0
1	29.9405801167	-95.3037795333	2010-06-24 22:18:37	51	186167	44	4
1	29.8082533359	-95.3867824978	2010-08-15 01:16:08	52	866724	2	2
1	29.97065655	-95.5581751833	2010-08-15 04:50:20	52	881638	9	2
1	29.9801367333	-95.5105179	2010-06-10 17:34:28	53	1165833	35	2
1	29.9812466315	-95.5099869958	2010-06-10 17:34:51	53	847241	35	2
1	29.9817210346	-95.5103838444	2010-06-10 17:35:02	53	878776	35	7
1	29.9814620341	-95.5100198102	2010-06-10 17:35:35	53	955305	35	6
1	29.98146315	-95.5127218667	2010-06-10 17:40:20	53	144957	35	7
1	29.9800207	-95.5116176833	2010-08-19 20:08:40	54	145004	40	2
1	29.9802776856	-95.5123176744	2010-08-19 20:09:08	54	144941	40	2
1	29.9802776856	-95.5123176744	2010-08-19 20:09:20	54	144932	40	8
1	29.9802776856	-95.5123176744	2010-08-19 20:09:30	54	144945	40	8
1	29.9802776856	-95.5123176744	2010-08-19 20:09:58	54	144937	40	8
1	29.9802776856	-95.5123176744	2010-08-19 20:10:08	54	144929	40	8
1	29.9802776856	-95.5123176744	2010-08-19 20:10:31	54	144940	40	8
1	29.98130335	-95.5126063667	2010-08-19 20:10:58	54	144949	40	8
1	29.9789154667	-95.5122536833	2010-08-19 20:11:10	54	145010	40	6
1	29.9788632667	-95.5122605667	2010-08-19 20:11:22	54	145015	40	6
1	29.98130335	-95.5126063667	2010-08-19 20:11:31	54	144949	40	7
1	29.9813527833	-95.5130133667	2010-08-19 20:12:02	54	144959	40	8
1	29.98130335	-95.5126063667	2010-08-19 20:12:23	54	144951	40	6
1	29.98133375	-95.5132577333	2010-08-19 20:12:41	54	144965	40	7
1	29.9813012333	-95.5136661167	2010-08-19 20:13:00	54	144967	40	6
1	29.9806435167	-95.51327565	2010-08-19 20:14:07	54	144976	40	7
1	29.9793047848	-95.5099332333	2010-08-19 20:14:37	54	867267	40	2
1	30.0015854167	-95.5330311667	2010-06-17 03:46:54	55	832610	7	2
1	30.0013273605	-95.532806089	2010-06-17 03:47:04	55	736840	7	2
1	30.0116311959	-95.5373454094	2010-06-17 03:47:15	55	963129	7	1
1	30.0116497766	-95.5370128155	2010-06-17 03:47:26	55	884833	7	3
1	30.0116590669	-95.5369699001	2010-06-17 03:47:35	55	611052	7	8
1	30.0032323591	-95.5443620682	2010-06-17 03:47:47	55	1014570	7	0
1	30.0119842288	-95.5386006832	2010-06-17 03:48:00	55	965810	7	4
1	30.01257675	-95.5393324833	2010-06-17 03:48:14	55	982845	7	4
1	30.0126938833	-95.5387104833	2010-06-17 03:48:25	55	610999	7	6
1	30.0123837118	-95.5401134491	2010-06-17 03:48:33	55	643674	7	0
1	30.0103822	-95.5437710333	2010-06-17 03:48:44	55	643615	7	2
1	30.0035668396	-95.5283653736	2010-06-17 03:48:57	55	783933	7	1
1	30.01305766	-95.536952	2010-06-17 03:49:06	55	867627	7	4
1	30.0101818899	-95.5448770523	2010-06-17 03:49:17	55	643657	7	3
1	29.9938664461	-95.5434608459	2010-06-17 03:49:36	55	643557	7	4
1	30.0087417979	-95.5461436323	2010-06-17 03:49:44	55	470975	7	1
1	30.0138491392	-95.5381929874	2010-06-17 03:49:55	55	1073167	7	0
1	29.9606668	-95.54845775	2010-08-22 00:36:12	56	74422	1	2
1	29.964022365	-95.54597866	2010-08-22 00:36:46	56	1345950	1	2
1	29.95522585	-95.54270475	2010-08-22 00:37:12	56	59988	1	8
1	29.9586527445	-95.5379676819	2010-08-22 00:37:25	56	157942	1	2
1	29.74131105	-95.3421624167	2010-08-22 01:08:31	56	1157981	2	5
1	29.74131105	-95.3421624167	2010-08-22 04:57:02	56	1157981	9	4
1	29.960015289	-95.538788402	2010-10-07 19:05:36	57	3612462	38	2
1	29.960651619	-95.539068597	2010-10-07 19:06:02	57	3887339	38	2
1	29.958451628	-95.538421795	2010-10-07 19:06:31	57	3111106	38	6
1	29.7295521	-95.3830053	2010-10-02 17:08:29	58	564706	34	2
1	29.74343454	-95.36690396	2010-10-02 17:09:40	58	3856468	34	2
1	29.7465098	-95.3713077833	2010-10-02 17:10:38	58	1251127	34	4
1	30.0126882	-95.5377831667	2010-07-16 19:49:25	59	1420184	39	2
1	29.9979223294	-95.5306398869	2010-07-16 19:49:42	59	1323450	39	2
1	30.0134985397	-95.5381393433	2010-07-16 19:49:54	59	1318175	39	1
1	30.0146144636	-95.5353693488	2010-07-16 19:50:07	59	530648	39	3
1	30.01402875	-95.5377903	2010-07-16 19:50:24	59	92054	39	6
1	30.0035668396	-95.5283653736	2010-07-16 19:50:39	59	783933	39	1
1	30.0112007833	-95.54192735	2010-07-16 19:50:52	59	832592	39	1
1	30.0099217558	-95.5343306065	2010-07-16 19:51:07	59	611027	39	3
1	30.0116497766	-95.5370128155	2010-07-16 19:51:45	59	884833	39	4
1	30.0138491392	-95.5381929874	2010-07-16 19:52:33	59	1073167	39	8
1	29.72599029	-95.38957524	2010-10-02 18:49:47	60	1103901	37	2
1	29.73072345	-95.3901245333	2010-10-02 18:50:11	60	63073	37	2
1	29.722148391	-95.3904032707	2010-10-02 18:50:33	60	16625	37	6
1	29.72790945	-95.3913642167	2010-10-02 18:51:41	60	63084	37	7
1	29.5546407833	-95.2623988167	2010-10-02 20:50:42	60	656935	41	6
1	29.5514837	-95.2578712	2010-10-02 20:51:52	60	101745	41	8
1	29.5562819992	-95.2678724963	2010-10-02 20:52:11	60	277802	41	1
1	29.5443837333	-95.2641278	2010-10-02 20:52:36	60	817284	41	3
1	29.960015289	-95.538788402	2010-09-30 18:34:33	61	3612462	37	2
1	29.960051335	-95.538837897	2010-09-30 18:34:59	61	3612484	37	2
1	29.960651619	-95.539068597	2010-09-30 18:35:18	61	3887339	37	8
1	29.958451628	-95.538421795	2010-09-30 18:35:47	61	3111106	37	6
1	29.95992845	-95.53851093	2010-09-30 18:36:31	61	3846115	37	7
1	29.9603258869	-95.5386543274	2010-09-30 18:36:43	61	104828	37	8
1	29.960042257	-95.538839229	2010-09-30 18:37:06	61	3612475	37	6
1	29.9600429833	-95.5394084167	2010-09-30 18:37:23	61	158316	37	7
1	29.9593866833	-95.54356635	2010-09-30 18:38:00	61	536446	37	6
1	29.9555486833	-95.53908515	2010-09-30 18:38:28	61	1247259	37	7
1	29.9552425833	-95.5373683333	2010-09-30 18:38:37	61	57819	37	8
1	29.9534444667	-95.54145095	2010-09-30 18:38:50	61	59992	37	0
1	29.960838	-95.54787	2010-09-30 18:38:59	61	1225586	37	1
1	30.0130944161	-95.5375304818	2010-08-06 21:41:53	62	1522953	43	2
1	30.0134985397	-95.5369135737	2010-08-06 21:42:05	62	1522885	43	2
1	30.02327066	-95.51817172	2010-04-18 15:48:34	63	370705	31	2
1	30.03313535	-95.5008964167	2010-04-18 15:50:31	63	810292	31	2
1	30.037442	-95.494113	2010-04-18 15:51:06	63	963835	31	8
1	30.0395590772	-95.4901096993	2010-04-18 15:51:33	63	893358	31	8
1	30.0401930979	-95.4871850549	2010-04-18 15:51:48	63	773840	31	8
1	30.0476030695	-95.4754287211	2010-04-18 15:53:05	63	799527	31	8
1	29.9229255	-95.4136745833	2010-04-18 16:08:11	63	203217	32	8
1	29.9220622667	-95.4138249833	2010-04-18 16:08:23	63	397318	32	6
1	29.92186665	-95.4132175667	2010-04-18 16:08:36	63	134858	32	7
1	29.7443372	-95.36473876	2010-04-18 16:27:18	63	964583	32	8
